Type,Key,Summary,Resolution Date,Open,Investigation,Ready for Refinement,Backlog,Reopened,On Hold,Refined,In Development,Ready for test,In Testing,Waiting for acceptance,In Progress,Done,Abandoned,,,,
Production bug,CALLS-170,EPE ERROR : InvalidMassPaymentHandler,9/15/23,2.00h,14.08h,75.27h,,,,,0.00h,4.60h,210.35h,49.72h,,,,,,22966.23h,
,CALLS-322,Clarify existing operation entries which can be chosen for SEPA payments,12/19/23,97.23h,2255.65h,,,,,,3.22h,164.72h,99.35h,20.03h,,,,,,20688.45h,
,CALLS-167,"Adapt DB procedures used by ""Payments to merchants""",1/26/24,3245.97h,0.00h,36.43h,,,,,4.90h,169.47h,18.42h,51.95h,,,,,,19771.28h,
,CALLS-238,STAR: add validation to beneficiary's structured address in domestic payments (LT only),11/22/23,0.05h,1126.40h,,,,,,289.35h,577.05h,25.48h,1.92h,,,,,,21332.23h,
,CALLS-166,Update Error message for iBank in Latvia about High risk countries,9/1/23,0.07h,25.70h,,,,,,27.40h,0.20h,1.72h,0.00h,,,,,,23300.32h,
,CALLS-165,Introduce new out channel codes for sepa cross border and intragroup payments,12/19/23,20.48h,2163.50h,,,,,,93.73h,70.78h,104.53h,191.35h,,,,,,20683.10h,
,CALLS-164,[sepa-web] sepa-web crashes when resubmitting message,8/30/23,1.03h,0.00h,1.32h,,,,,0.00h,0.28h,1.40h,24.52h,,,,,,23349.58h,
,CALLS-314,[ISO Exchange] Ignore possible duplicate flag in incoming ISO messages,11/24/23,0.02h,984.97h,,,,,,25.02h,47.93h,311.38h,23.43h,,,,,,22003.78h,
Production bug,CALLS-163,change SOA payments generator according to business rules (DB part fix),8/31/23,0.05h,18.38h,,,,,,1.78h,2.12h,19.80h,31.03h,,,,,,23323.38h,
Production bug,CALLS-225,Incorrect CORRESP_ACCOUNT_CODE in DP table when priority is changed,10/10/23,933.25h,0.00h,,,,,,0.00h,3.45h,66.43h,29.37h,,,,,,22365.10h,
Production bug,CALLS-162,Message: Hibernate operation: could not execute query...,8/28/23,0.15h,0.03h,,,,,,0.68h,2.65h,89.08h,0.30h,,,,,,23402.45h,
,CALLS-161,Sysglobal creation for Sepa Flow Merge,8/28/23,0.00h,94.75h,,,,,,0.07h,1.98h,4.08h,0.00h,,,,,,23396.07h,
,CALLS-160,Create cut-off procedure wrapper for SEPA cross-borders,8/24/23,20.43h,,,,,,,,,,,,,,,,,23497.22h
Production bug,CALLS-395,noSuchTeleAgreementAccount upon processing payment file,1/31/24,0.05h,3841.28h,,,,,,0.00h,20.63h,0.00h,0.00h,,,,,,19656.68h,
,CALLS-159,Save SEPA cross border STAR payments to DP data structure,1/24/24,548.28h,2162.60h,,,,,,122.67h,577.03h,239.87h,42.60h,,,,,,19825.83h,
,CALLS-158,Save SEPA cross border Standing Order payments to DP data structure,9/26/23,213.08h,0.00h,,,,,,144.35h,214.73h,171.43h,99.02h,,,,,,22700.30h,
,CALLS-157,Create DP_ERROR codes that correspond to FP error codes,9/12/23,214.68h,0.03h,,,,,,4.47h,22.52h,261.60h,0.00h,,,,,,23041.37h,
,CALLS-156,Expand DP_ERROR to map to FP error codes,9/7/23,214.78h,0.03h,,,,,,0.58h,5.23h,167.60h,0.00h,,,,,,23156.57h,
,CALLS-153,Run payments regression tests in GATE to verify Payments services on OpenShift,8/24/23,0.00h,22.88h,,,,,,91.12h,,0.00h,50.82h,,,,,,23494.45h,
,CALLS-155,"RT1 testing, Aug 22: RTF reception",8/22/23,0.02h,119.42h,,,,,,0.00h,,0.17h,5.85h,,,,,,23539.42h,
,CALLS-149,Decommissioning of Old offline payment queue,6/7/24,0.00h,0.08h,,,,,,6970.87h,90.57h,0.22h,20.27h,,,,,,16584.02h,
Production bug,CALLS-150,"[iBank] Incorrect value for 'Swedbank group payment' indicator on international payment 2nd, 3rd page",8/25/23,1.35h,70.65h,,,,,,122.23h,46.27h,21.50h,3.95h,,,,,,23471.75h,
,CALLS-147,ST_UPDATE on sepa msg which was already proceeded and archived,9/1/23,496.67h,,,,,,,,,,,,,,,,,23306.27h
,CALLS-146,"Customer in ibank for business/private cannot execute payment gets error ""beneficiary name mismatch""",8/11/23,45.12h,,0.00h,,,,,,,,,,,,,,23810.08h,
,CALLS-144,[DB] Create new error codes,8/9/23,0.00h,0.00h,,,,,,0.00h,2.18h,2.65h,41.48h,,,,,,23858.57h,
,CALLS-143,Update crebit.op_param to map SEPA cross-border to ledger account (depends on OP_ID solution),12/13/23,500.98h,,2643.78h,,,,,,,,,,,,,,,20826.82h
,CALLS-142,Mass payment sending to offline validation label,8/10/23,0.00h,166.27h,,,,,,0.00h,22.37h,3.77h,0.03h,,,,,,23827.70h,
Production bug,CALLS-141,[Ibank] Defective mass payment can't be removed from list,8/2/23,0.00h,74.37h,,,,,,0.00h,16.82h,7.17h,18.27h,,,,,,24025.23h,
,CALLS-140,Implement offline processing for mass payments from list of payments,8/2/23,0.00h,0.02h,,,,,,0.15h,93.68h,46.85h,3.58h,,,,,,24019.42h,
,CALLS-139,Order fp_debit_batch SQL execution file update in Prod after REL238,9/13/23,0.12h,1101.73h,,,,,,0.00h,,0.00h,52.10h,,,,,,23013.62h,
,CALLS-138,While saving defined payments client gets the error message,8/1/23,142.65h,,,,,,,,,,,,,,,,,24050.02h
,CALLS-137,[DB] Insert record into crebit.opliik_kat (LT),7/31/23,50.63h,0.00h,,,,,,0.00h,1.58h,88.08h,3.13h,,,,,,24072.82h,
,CALLS-136,[DB] Remove old file import formats,9/13/23,6.08h,882.12h,,,,,,26.62h,117.37h,168.77h,0.10h,,,,,,23016.70h,
,CALLS-134,Refactor and modernize file import UI page,8/2/23,74.30h,0.00h,,,,,,65.85h,123.70h,19.77h,2.15h,,,,,,24023.07h,
,CALLS-133,STAR: International payment PDF differences LV,8/4/23,0.03h,362.05h,,,,,,,,,,,,,,,,23970.22h
,CALLS-132,DEMO: Payment Services setup on OpenShift,8/1/23,0.00h,0.00h,,,,,,25.10h,264.38h,0.00h,0.00h,,,,,,24044.62h,
Production bug,CALLS-131,Error during giro payment saving,8/1/23,285.22h,0.00h,,,,,,1.10h,0.00h,4.48h,0.45h,,,,,,24043.05h,
,CALLS-130,iBank: remove old payment import files in LT and EE,8/2/23,0.00h,23.47h,,,,,,97.73h,73.42h,141.47h,2.17h,,,,,,24023.05h,
,CALLS-128,[Ibank] ID types are not refreshed after Rulebook sysglobal change,7/13/23,0.00h,0.05h,,,,,,0.00h,0.82h,2.48h,0.00h,,,,,,24498.92h,
,CALLS-127,[DB] Create new LEI columns for defined international payments,7/17/23,20.40h,0.00h,,,,,,0.00h,3.00h,90.63h,6.70h,,,,,,24403.72h,
,CALLS-126,[DB] Create new version of view vm.vw_sepa_msg_copy_40,8/1/23,0.85h,0.00h,,,,,,4.50h,40.88h,409.38h,24.55h,,,,,,24044.32h,
,CALLS-125,"iBank: LEI code handling in international, defined international payment and international standing order forms",7/17/23,5.03h,18.45h,,,,,,0.05h,2.62h,92.88h,7.30h,,,,,,24403.12h,
,CALLS-124,[ibank] LT: can not create international payment with LEI code,7/12/23,47.38h,,,,,,,,,,,,,,,,0.00h,24524.43h
,CALLS-123,[DB] New imported file format,7/14/23,0.08h,0.00h,,,,,,0.00h,88.13h,10.38h,65.52h,,,,,,24482.07h,
,CALLS-121,[DB] Create view to replace query used in Ibank,8/11/23,0.00h,0.00h,,,,,,169.52h,25.22h,715.13h,2.22h,,,,,,23808.13h,
,CALLS-120,Mass payment labels translation EE,7/10/23,0.00h,0.00h,4.35h,,,,,0.00h,1.97h,43.35h,118.08h,,,,,,24576.77h,
,CALLS-119,[DB] Create sysglobal for toggling mass payment offline execution,7/3/23,0.22h,0.00h,,,,,,0.00h,0.25h,71.93h,0.00h,,,,,,24741.80h,
,CALLS-118,Implement offline processing for single mass payments,7/31/23,0.03h,0.00h,,,,,,430.00h,94.77h,123.10h,98.92h,,,,,,24067.47h,
,CALLS-117,STAR: make labels clickable in Foreign Payments,8/11/23,1010.93h,0.00h,,,,,,0.00h,20.13h,0.08h,3.38h,,,,,,23804.72h,
,CALLS-116,"[DB, STAR] Add error code configuration",7/31/23,0.00h,336.55h,431.22h,,,,,0.30h,4.87h,1.32h,0.02h,,,,,,24067.42h,
,CALLS-115,STAR: print transactions - domestic payment ID issues,7/20/23,0.22h,44.02h,,,,,,165.18h,221.10h,105.90h,13.90h,,,,,,24334.85h,
,CALLS-152,E-teller: agreement name is shown twice,8/23/23,1241.42h,0.00h,,,,,,3.20h,25.70h,67.43h,50.48h,,,,,,23518.72h,
Production bug,CALLS-129,Mass payment: incorrect page view,7/28/23,0.02h,572.18h,,,,,,27.78h,141.08h,27.17h,0.20h,,,,,,24141.33h,
,CALLS-114,International standing order payment opens in incorrect window on statement,7/31/23,0.00h,264.68h,481.17h,,,,,0.00h,2.85h,87.73h,4.83h,,,,,,24071.12h,
,CALLS-113,(Investigate) Offline payment processing refactoring,6/30/23,0.05h,0.00h,,,,,,137.95h,53.65h,0.00h,0.00h,,,,,,24812.57h,
Production bug,CALLS-122,iBank mass payment form - total amount update,8/2/23,0.02h,329.50h,,,,,,672.27h,0.00h,0.02h,0.00h,,,,,,24025.20h,
Production bug,CALLS-217,Forms teller: Incoming SEPA payments search does not find existing payments,9/29/23,0.05h,2329.78h,,,,,,1.15h,28.75h,17.52h,24.23h,,,,,,22634.52h,
,CALLS-102,Configure international payments restriction rules in database,8/28/23,0.70h,1632.28h,,,,,,0.00h,,0.00h,0.00h,,,,,,23403.32h,
Production bug,CALLS-315,[payment-services] Technical error: ORA-00001: unique constraint (CREBIT.IX$DP_REQUEST_ID$PK) violated,11/27/23,0.02h,1342.77h,2375.85h,,,,,0.20h,45.68h,0.40h,71.05h,,,,,,21216.55h,
Production bug,CALLS-243,[payment-services] EE Unmapped error: 'No rule in [OP_VALIK] table was found...,10/20/23,0.00h,2881.18h,,,,,,0.00h,17.25h,27.63h,0.00h,,,,,,22127.48h,
,CALLS-103,[iBank] Implement new tag for Error message in Ibank,8/9/23,0.22h,71.13h,644.52h,,,,,340.28h,71.73h,20.08h,47.83h,,,,,,23857.82h,
Production bug,CALLS-154,[DB] Missing LT SEB bank name in External e-invoices by bank monthly report sent via e-mail by core reports,9/18/23,887.12h,1199.93h,,,,,,0.03h,2.22h,0.00h,71.32h,,,,,,22896.55h,
Production bug,CALLS-582,DB: In LT in STAR E-invoice SCNew message to closed channel Lietuvos paštas,8/26/24,9575.65h,0.00h,215.53h,,,,,122.88h,168.40h,73.03h,211.93h,,,,,,14665.88h,
Production bug,CALLS-93,Mass payment signing on import page results in tech. errorr,8/4/23,1.78h,1073.73h,,,,,,0.02h,5.13h,18.27h,4.87h,,,,,,23973.82h,
,CALLS-92,Unhide TimePicker in Account Statement,7/3/23,47.48h,0.00h,,,,,,12.48h,20.23h,129.75h,195.53h,,,,,,24746.10h,
,CALLS-91,[DB] Rewrite query to use CREBIT.DP_ARH instead of transactions,6/16/23,18.20h,0.00h,,,,,,0.00h,7.12h,0.00h,0.00h,,,,,,25147.42h,
,CALLS-107,change EPE to debit SEPA payments after capturing in a single data store,12/19/23,667.92h,3698.07h,,,,,,1.72h,119.50h,2.98h,1.98h,,,,,,20682.07h,
,CALLS-106,change EPE to capture all SEPA payments from file into single data store,9/12/23,668.47h,555.90h,740.23h,,,,,0.03h,7.63h,161.17h,0.03h,,,,,,23041.32h,
,CALLS-105,Change stored procedures to capture SEPA payments into single data store,1/26/24,670.28h,3751.12h,690.48h,,,,,0.02h,175.07h,18.38h,51.88h,,,,,,19771.35h,
,CALLS-104,change bank components (e.g. for iBank) to capture all SEPA payments into single data store,9/12/23,670.75h,555.92h,740.22h,,,,,0.03h,7.63h,20.43h,140.80h,,,,,,23041.27h,
,CALLS-90,Fix aligment in payment history,6/16/23,0.10h,17.05h,,,,,,0.63h,3.48h,25.05h,0.28h,,,,,,25148.32h,
,CALLS-89,Small refactor on Giro details page,6/20/23,0.08h,44.35h,,,,,,0.15h,,96.55h,28.30h,,,,,,25052.82h,
,CALLS-88,Check columns length in Payments owned schemas (part 2),7/11/23,0.00h,144.90h,,,,,,482.43h,144.12h,0.00h,0.68h,,,,,,24550.73h,
,CALLS-86,In Ibank domestic standing order Apartment number doesn't fit,6/15/23,0.00h,0.57h,,,,,,123.82h,23.25h,25.77h,0.50h,,,,,,25172.45h,
,CALLS-83,Verify EE/LV Emergency solution works if MQ of Sweden systems “practically” not available,8/9/23,311.85h,930.02h,,,,,,289.45h,0.00h,0.00h,3.17h,,,,,,23853.57h,
,CALLS-82,[DB] Procedure changes for international defined payments,,1.57h,,,,,,,,,,,,,,,,25388.05h,
,CALLS-81,[DB] DEF_VMK_DEBT_CRED view generation,6/16/23,20.58h,0.00h,,,,,,0.00h,28.50h,161.32h,30.25h,,,,,,25149.00h,
Production bug,CALLS-80,Archived international standing order payments result in an error when opened from Statement,6/26/23,19.97h,25.20h,195.55h,,,,,0.00h,185.72h,29.08h,25.15h,,,,,,24910.47h,
,CALLS-87,[DB] Check CREBIT.DP for any old payments left,11/13/23,0.02h,46.28h,,,,,,3791.93h,5.42h,0.00h,0.00h,,,,,,21548.35h,
,CALLS-84,"[CORE DB, SEPA Exchange] Domestic outgoing SEPA/RT1 pacs.008 - new attributes (address, issuer, province of birth)",6/28/23,0.03h,16.48h,7.90h,,,,,123.50h,43.93h,149.18h,189.52h,,,,,,24863.28h,
,CALLS-79,In import of payments Reg.no. and Amount overlaps,6/28/23,24.50h,209.08h,0.93h,,,,,29.25h,28.62h,178.15h,75.60h,,,,,,24866.25h,
,CALLS-85,Ibank: Mandatory fields should be marked with * symbol in automated payment agreement,6/14/23,0.53h,1.25h,,,,,,168.02h,25.62h,23.30h,0.50h,,,,,,25199.38h,
,CALLS-101,iBank: create possibility to import new version of payment initiation file (pain.001.001.09),7/18/23,284.28h,239.58h,,,,,,273.23h,193.63h,31.02h,126.07h,,,,,,24361.57h,
,CALLS-78,iBank: fix misplaced dropdown element position in defined international payments,6/5/23,0.30h,0.00h,,,,,,0.00h,3.58h,117.55h,0.00h,,,,,,25415.47h,
Production bug,CALLS-77,Error on Pensions III pillar payment,5/31/23,0.00h,0.00h,,,,,,0.00h,21.30h,0.02h,0.00h,,,,,,25533.60h,
,CALLS-99,STAR: update payment message display in Explorer menu in LV,6/29/23,715.70h,,,,,,,,,,,,,,,,,24839.28h
,CALLS-76,sepaFields: Reduce the number of linting issues,7/13/23,522.33h,0.00h,,,,,,194.70h,26.73h,243.68h,93.60h,,,,,,24499.03h,
Production bug,CALLS-151,[iBank] Unable to turn on checkbox transaction.not_urgent,10/11/23,307.97h,1624.88h,,,,,,267.90h,761.93h,200.20h,89.57h,,,,,,22346.02h,
,CALLS-75,iBank tech errors on customer defined payment opening,5/30/23,0.02h,0.00h,,,,,,69.67h,,19.90h,1.12h,,,,,,25561.90h,
Production bug,CALLS-178,[STAR] Domestic payment amount issue,9/22/23,0.33h,2588.20h,21.38h,,,,,0.57h,47.58h,169.48h,0.13h,,,,,,22800.43h,
Production bug,CALLS-74,EPE cancels immediately imported payments with exceptions,5/29/23,0.00h,0.62h,,,,,,1.58h,,1.52h,98.75h,,,,,,25578.88h,
,CALLS-73,ISO sysglobal removal in applications,6/20/23,0.00h,0.00h,,,,,,0.00h,126.77h,474.15h,28.30h,,,,,,25052.82h,
Production bug,CALLS-112,pain.001 - Beneficiary account in correspondent account - logic correction,7/14/23,0.08h,308.95h,597.52h,,,,,96.32h,5.05h,167.18h,97.70h,,,,,,24474.88h,
Production bug,CALLS-391,SO agreement gets incorrect status if it is concluded via Open Banking,2/2/24,,5852.07h,,288.32h,2.92h,,,0.98h,1.90h,98.02h,0.00h,,,,,,19604.20h,
,CALLS-69,[DB] FP Debit Batch - Move account locking before counter locking,7/5/23,0.03h,17.10h,,,,,,509.20h,287.85h,288.35h,69.90h,,,,,,24694.40h,
,CALLS-70,Create new component for MDM API consumption,5/25/23,7.38h,12.08h,,,,,,146.37h,24.97h,0.00h,0.00h,,,,,,25678.60h,
,CALLS-71,Change PDF blank for payment form (Private/corporate),6/12/23,0.00h,0.77h,,,,0.72h,,171.42h,41.07h,359.25h,72.03h,0.00h,,,,,25246.68h,
,CALLS-66,Skip FP Debit Batch run if previous run did not end,7/27/23,5.55h,42.47h,,,,,,1443.87h,217.83h,1.17h,21.90h,,,,,,24164.80h,
,CALLS-100,iBank: update SEPA message copy,8/18/23,648.00h,378.32h,,,,,,211.73h,668.53h,229.22h,119.95h,,,,,,23641.97h,
,CALLS-64,Ibank UI-DatePicker update Account statement,5/16/23,0.00h,78.05h,,,,,,0.00h,0.00h,20.25h,0.73h,,,,,,25893.98h,
,CALLS-63,Ibank UI-DatePicker update Payment archive,6/12/23,21.90h,78.02h,,,,,,28.92h,22.53h,89.02h,21.05h,,,,,,25731.57h,
,CALLS-62,Ibank UI-DatePicker update Mass payment LT/ LV,5/16/23,0.00h,3.27h,,,,,,0.00h,2.87h,92.02h,0.15h,,,,,,25894.73h,
,CALLS-61,Ibank UI-DatePicker update for E-invoice,7/21/23,0.05h,143.58h,,,,,,1515.70h,,2.08h,17.78h,,,,,,24313.93h,
,CALLS-60,Ibank UI-DatePicker update Consolidated payment EE,5/16/23,0.10h,95.02h,,,,,,0.00h,0.00h,3.32h,0.00h,,,,,,25894.73h,
,CALLS-59,Ibank UI-DatePicker update International payments,5/19/23,0.00h,100.60h,,,,,,0.00h,43.35h,0.10h,22.42h,,,,,,25826.75h,
,CALLS-542,[ibank] [prod] Configure ibank to connect to payments services on openshift,10/18/24,1276.68h,5094.62h,,,,,,6116.80h,21.77h,23.97h,42.07h,,,,,,13394.38h,
,CALLS-111,"iBank - Mass payment - Show count and sum of defective payments, improve UI",8/8/23,1.10h,1219.70h,142.80h,,,,,408.32h,147.97h,89.00h,169.97h,,,,,,23881.12h,
,CALLS-48,we get instant payments from EVIULT2VXXX with the same ref as sepa payment from them in february,5/9/23,18.72h,0.00h,28.45h,,,,,0.00h,2.60h,0.47h,0.00h,,,,,,26058.57h,
,CALLS-98,iBank: update foreign payment PDF printout,7/14/23,911.52h,240.57h,,,,,,315.77h,43.98h,126.68h,46.27h,,,,,,24476.47h,
,CALLS-97,iBank: update domestic payment PDF printout,7/11/23,932.32h,240.55h,,,,,,171.23h,146.15h,115.05h,28.67h,,,,,,24548.08h,
,CALLS-96,STAR: update domestic payment PDF printout,7/4/23,932.72h,240.53h,,,,,,94.33h,73.47h,29.08h,96.97h,,,,,,24715.33h,
,CALLS-95,STAR: update foreign payment PDF printout,7/20/23,948.72h,219.53h,,,,,,537.12h,94.02h,2.63h,48.18h,,,,,,24332.27h,
,CALLS-46,LV STAR - International payment PDF - ID format,8/11/23,0.00h,0.80h,,,,,,2140.98h,188.92h,0.08h,3.58h,,,,,,23804.52h,
,CALLS-45,Ibank UI-DatePicker update,5/16/23,0.00h,0.93h,,,,,,120.48h,75.40h,72.22h,23.03h,,,,,,25894.95h,
,CALLS-44,old domestic payment cleanup,6/6/23,0.00h,21.13h,145.68h,,,,,23.95h,597.82h,0.02h,26.22h,,,,,,25389.45h,
,CALLS-43,iBank pain.001 - domestic ordinary/economy payment - ultimate debtor/creditor address used,5/4/23,0.70h,16.47h,,,,,,0.00h,7.17h,22.53h,0.00h,,,,,,26180.45h,
,CALLS-42,Instant Payment regression testing (SIA Connector update),5/20/23,0.17h,44.02h,,,,,,389.20h,,,,,0.00h,,,,25797.00h,
,CALLS-41,[DB] Amend users shortcuts,5/16/23,0.00h,0.32h,139.75h,,,,,0.00h,95.92h,25.03h,169.52h,,,,,,25893.92h,
,CALLS-40,Defined payments tab disappears in ibank,6/29/23,1000.40h,25.25h,167.43h,,,,,0.02h,315.73h,3.20h,22.88h,,,,,,24836.60h,
,CALLS-38,"Incorrect ""amount in words"" for incoming and outgoing payments in USD",5/5/23,19.93h,0.00h,4.52h,,,,,48.02h,50.07h,95.38h,21.70h,,,,,,26157.62h,
,CALLS-68,"Check during 12 last months made payments in offer ""Order e-invoices for your recent payments"" in IB PB",8/10/23,46.80h,140.15h,,,,,,1271.48h,719.85h,482.77h,27.05h,,,,,,23827.30h,
,CALLS-58,Identify BPAY tables that have Personal Identifiers in their data,6/6/24,9931.15h,,,,,,,,,,,,,,,,,16608.90h
,CALLS-39,Collect inventory of Baltic Payments owned DB tables,6/6/24,4152.70h,18.38h,,,,,,4343.98h,1345.32h,,,,,,,,,16608.92h
,CALLS-56,iBank: update list of organisation ID types in defined mass payment form,6/7/23,50.60h,497.85h,,,,,,648.83h,,0.00h,3.05h,,,,,,25365.57h,
,CALLS-57,iBank: update list of organisation ID types in mass payment form,6/5/23,144.93h,497.75h,,,,,,343.08h,92.92h,168.63h,1.45h,,,,,,25411.45h,
,CALLS-55,iBank: update list of organisation ID types in defined international payment form,6/16/23,120.78h,378.37h,145.72h,,,,,672.35h,4.15h,161.68h,30.62h,,,,,,25148.62h,
,CALLS-33,iBank - User can sign domestic payments with invalid countries,5/2/23,0.07h,160.52h,,,,,,144.77h,5.40h,20.57h,118.28h,,,,,,26233.05h,
,CALLS-54,iBank: update list of organisation ID types in domestic defined payment form,6/5/23,143.17h,523.95h,,,,,,196.60h,165.58h,240.55h,1.23h,,,,,,25413.62h,
,CALLS-29,can't pay manually einvoices in Ibank business in LV and LT,4/14/23,1.28h,0.00h,,,,,,0.00h,1.27h,17.72h,1.08h,,,,,,26664.12h,
,CALLS-11,[ISO Exchange] TEST automated file Receiving and processing camt.053 TIPS statment,4/19/23,0.07h,0.00h,,,,,,0.00h,,45.43h,118.62h,,,,,,26546.45h,
,CALLS-7,"Ibank Defined, Mass payment and Standing orders Iso cleanup",5/19/23,0.00h,0.00h,,,,,,193.37h,121.48h,0.38h,45.18h,,548.25h,,,,25826.25h,
,CALLS-6,"Ibank Smart form, List of payments and Info page Iso cleanup",4/26/23,0.02h,0.00h,,,,,,311.03h,5.22h,16.63h,27.53h,,,,,,26374.52h,
,CALLS-5,STAR forms Iso cleanup,4/26/23,0.00h,0.00h,,,,,,142.58h,50.05h,0.87h,166.98h,,,,,,26374.52h,
,CALLS-34,[STAR]- Print transactions/PDF - missing data from option BIC or BEI,4/18/23,0.00h,95.12h,,,,,,19.77h,24.52h,22.40h,101.12h,,,,,,26565.20h,
Production bug,CALLS-67,ibank: misleading link is showing in payment history view,6/14/23,934.23h,0.00h,,,,,,72.22h,0.78h,506.90h,122.30h,,,,,,25195.05h,
,CALLS-28,[DB] New DB attributes for SEPA Original message storing,4/21/23,,156.77h,,,,3.15h,,0.00h,119.82h,55.18h,19.03h,,,6.25h,,,26496.37h,
,CALLS-53,iBank: update list of organisation ID types in international standing order form,6/30/23,167.73h,522.13h,145.73h,,,22.75h,,652.77h,366.15h,130.10h,48.90h,,,,,,24819.52h,
,CALLS-52,iBank: update list of organisation ID types in domestic standing order form,6/7/23,167.68h,667.92h,0.00h,,,22.92h,,344.32h,118.52h,181.80h,7.70h,,,,,,25365.12h,
,CALLS-51,iBank: update list of organisation ID types in international payment form,6/14/23,140.57h,549.27h,145.73h,,,23.97h,,716.27h,1.32h,49.13h,49.23h,,,,,,25201.52h,
,CALLS-26,Ibank: mandatory fields labels should have same style,4/20/23,41.88h,0.00h,,,,,,68.05h,57.52h,158.65h,77.28h,,,,,,26522.33h,
,CALLS-50,iBank: update list of organisation ID types in domestic payment form,6/6/23,140.57h,694.88h,,,,166.78h,,29.23h,149.88h,126.70h,320.55h,,,,,,25391.23h,
,CALLS-323,[iBank] migrate manual e-invoice payment to SMART form,2/15/24,135.57h,5256.75h,1272.00h,,,195.43h,,0.30h,294.10h,18.68h,533.20h,,,,,,19289.40h,
,CALLS-32,Improve international defined payments for TEST users after ISO Go Live,8/10/23,0.00h,0.00h,,,,,,3336.35h,1.88h,0.00h,20.77h,,,,,,23834.17h,
,CALLS-31,SEPA regressions - change archive number usage to DP ID,5/10/23,0.00h,0.00h,,,,,,0.00h,,1173.82h,0.00h,,,,,,26040.43h,
,CALLS-110,iBank - List of payments - Show mass payment view (if status failed),7/20/23,85.03h,1125.82h,939.45h,,,369.62h,,292.82h,21.78h,2.68h,47.57h,,,,,,24332.72h,
,CALLS-109,iBank - Mass payment view - Correct defective - clear up insufficient funds errors,7/25/23,85.03h,1125.85h,939.43h,,,386.63h,,318.27h,70.27h,73.90h,20.53h,,,,,,24214.60h,
,CALLS-108,iBank - Mass payment edit - Edit sub-form layout improvements,8/28/23,85.05h,1125.88h,939.43h,,,388.45h,,1085.95h,121.38h,86.45h,2.18h,,,,,,23401.55h,
,CALLS-9,Investigation (domestic) - ISO cleanup,8/17/23,0.03h,41.75h,,,,,,3671.08h,,,,,,,,,,23665.88h
